id,mag_j,merr_j,type,per,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,resid_all_j,resid_all_h,resid_all_k,resid_all_3,resid_all_4,resid_m4_j,resid_m4_h,resid_m4_k,resid_m4_3,resid_m4_4
14.0,13.588188079,0.0108282039139,1.0,0.377114,13.3428275604,0.0195021366351,13.3651494266,0.0160286202359,,,13.2987493718,0.0449573872313,0.00310063582038,0.0712440503464,-0.0112469208902,,-0.0257550117581,,,,,
15.0,13.2449732718,0.0179953697748,0.0,0.810642,13.0199288531,0.0305845821725,12.9536876236,0.0250166611148,13.1490070259,0.0838475799691,,,0.000849099551488,-0.0619605671985,-0.0569485068215,-0.356800806718,,,,,,
16.0,13.6803947253,0.0153677150763,1.0,0.330202,13.5015362258,0.0215831724576,13.4369064049,0.0176517232398,,,,,0.0528763543933,0.0680755944944,0.0736901694791,,,,,,,
18.0,13.3714167251,0.0101693985401,0.0,0.621689,13.1311042794,0.0238414904456,13.1001916825,0.0164848415218,13.0056017573,0.0425959700754,,,0.102727619775,0.0849220068644,0.0586393917708,0.0597609875004,,,,,,
20.0,13.4102007157,0.0146969384567,0.0,0.615559,13.210078414,0.035530503327,13.1252574718,0.0251462389501,13.0598012681,0.0394049489278,12.9398495231,0.0293072800967,0.0724688581086,0.0155834036035,0.0433597562292,0.0157607662375,0.121951577913,0.0724688581086,0.0155834036035,0.0433597562292,0.0157607662375,0.121951577913
21.0,13.5776056731,0.0164062996031,1.0,0.380812,13.3987922702,0.0266520793435,13.3614236395,0.0204450483003,13.3011918933,0.0473233557559,13.1996366107,0.032267114322,0.00325339811355,0.00385377404339,-0.0190314596887,-0.0025591304828,0.0607328373937,0.00325339811355,0.00385377404339,-0.0190314596887,-0.0025591304828,0.0607328373937
22.0,13.5718266883,0.0120761472885,1.0,0.396055,13.3798740897,0.0163018403869,13.2882583721,0.0168522995464,,,,,-0.0329150548746,-0.0231810289092,0.00783992675544,,,,,,,
23.0,13.9414510281,0.0247907913011,0.0,0.51087,13.7939049746,0.0476742418223,13.6577764544,0.0334203032103,13.3253135875,0.0638278935889,,,-0.298401110216,-0.386975317327,-0.305057811718,-0.0578780471255,,,,,,
24.0,13.4191898083,0.0121997267729,1.0,0.462278,13.2178704985,0.0135523675668,13.138048696,0.0139253964635,,,,,-0.045528726744,-0.0422077050151,-0.0243236189558,,,,,,,
30.0,13.5209278027,0.0212642109345,1.0,0.40441,13.2866747729,0.0456115847857,13.2511787804,0.0296057426862,13.1881110961,0.0467100988367,13.07069113,0.0602550136227,-0.00432854423998,0.0455753123091,0.0202952151616,0.0411179355921,0.111892872262,-0.00432854423998,0.0455753123091,0.0202952151616,0.0411179355921,0.111892872262
32.0,13.5078880678,0.00897682200633,0.0,0.620373,13.2435126279,0.0184481254694,13.1324912178,0.0179953697748,,,,,-0.0319206184411,-0.0254258010299,0.028432607403,,,,,,,
33.0,13.3376045677,0.0146941031256,0.0,0.602324,13.1055529863,0.0215483951452,13.0908960272,0.0193476958146,,,13.0057594775,0.0348616312489,0.163764689647,0.141243910275,0.099186662902,,0.0782716864775,,,,,
34.0,13.2727197652,0.0136198384719,0.0,0.733967,13.0175727705,0.0140653237906,12.9160254159,0.0127964838921,,,12.8377706226,0.0645316459835,0.0585878416788,0.0370141132539,0.0788426385813,,0.0440923501344,,,,,
35.0,13.5860963861,0.0115253344131,1.0,0.386841,13.4627962128,0.0235778851186,13.3555360762,0.0229691822522,,,,,-0.0220259419792,-0.078541935579,-0.0316721008518,,,,,,,
36.0,13.5335222986,0.00721110255093,1.0,0.379846,13.3723518678,0.0190328663107,13.3065211549,0.0144481832768,,,,,0.0500514226101,0.0332680473864,0.0388669572115,,,,,,,
38.0,13.2261938819,0.0149192269684,0.0,0.779061,12.9429749871,0.0194507926145,12.8142445387,0.0180531622345,,,,,0.0538158686083,0.0536331483382,0.121738444915,,,,,,,
39.0,13.5602222047,0.00893028554975,1.0,0.393374,13.4145678078,0.0141362418391,13.3083093897,0.0136900206964,,,,,-0.0140509940746,-0.0499219554078,-0.00419930227284,,,,,,,
40.0,13.517320571,0.0220775149568,0.0,0.634072,13.2502077968,0.0510220540551,13.1531014266,0.0331272797958,13.0618275118,0.0492273636643,13.4161594238,0.0560357029045,-0.0601442685595,-0.0533594242209,-0.0137480547501,-0.0167647470953,-0.384664559068,-0.0601442685595,-0.0533594242209,-0.0137480547501,-0.0167647470953,-0.384664559068
44.0,13.6773822223,0.0137173855624,0.0,0.567545,13.4246439664,0.0229328730574,13.3678497551,0.0184232642783,,,13.1323631527,0.0364337297935,-0.124843999773,-0.120013999135,-0.119029948987,,0.0124973464606,,,,,
45.0,13.5130521212,0.0146855938479,0.0,0.589116,13.201139958,0.0151162164578,13.1642114773,0.0142302494708,,,13.0703531809,0.027711309364,0.00739287893518,0.0672170537202,0.047768355205,,0.0363551028484,,,,,
46.0,13.2988976665,0.0162788205961,0.0,0.686971,12.9979962655,0.0165353157414,12.9472576441,0.0142331772045,,,,,0.0893401758435,0.12093529125,0.112960917926,,,,,,,
47.0,13.4203137861,0.0196490033674,1.0,0.485303,13.2231880194,0.0178535710714,13.1499007725,0.0177364972115,13.0991952686,0.0303411162177,13.0729043499,0.0262916336503,-0.0986038000987,-0.104437112797,-0.0935097773438,-0.0804561540941,-0.126230604711,-0.0986038000987,-0.104437112797,-0.0935097773438,-0.0804561540941,-0.126230604711
49.0,13.5656257734,0.0115650335062,0.0,0.604627,13.2377907167,0.0193433881899,13.2203222396,0.0161038297722,,,13.0990971458,0.0492527495002,-0.0675397634502,0.00529533135282,-0.0340084059246,,-0.0189690851139,,,,,
50.0,13.6472752039,0.0143265487819,1.0,0.386172,13.401554175,0.0150554530542,13.3618544733,0.0142828568571,,,13.305145439,0.0555877684387,-0.0813547869529,-0.0152732717165,-0.0359488375714,,-0.0628589860546,,,,,
51.0,13.5966489219,0.0144366431925,0.0,0.574152,13.3778394408,0.0326879182574,13.2697366339,0.0285511237374,13.3153167274,0.0827259532029,,,-0.0540683544254,-0.0844639862364,-0.0323472707893,-0.168079248848,,,,,,
54.0,13.280748341,0.016010413278,0.0,0.772915,12.9983880125,0.0166458202962,12.9536519737,0.0150083310198,12.7991322925,0.0298858941085,,,0.00607551115561,0.00592167447191,-0.00984704806303,0.0421266826161,,,,,,
56.0,13.6426823439,0.009456038635,0.0,0.568023,13.3857745313,0.0216410104508,13.3526088336,0.0171973835219,,,13.2315651451,0.0346193587462,-0.0908684131579,-0.0819631855925,-0.104620445719,,-0.0875656793327,,,,,
57.0,13.2344369336,0.014829587542,0.0,0.794402,12.9953153621,0.0181796589627,12.8819073406,0.0143643076176,,,,,0.0287959955819,-0.0176690151271,0.0348174442787,,,,,,,
58.0,13.6604364549,0.0172626765016,1.0,0.36988,13.4947796803,0.0179118210502,13.4210202331,0.0205953069088,13.3451820411,0.0334003492996,13.3090043162,0.0337712895815,-0.0484462842354,-0.0580298391773,-0.0442712608835,-0.0129261729025,-0.0109511845368,-0.0484462842354,-0.0580298391773,-0.0442712608835,-0.0129261729025,-0.0109511845368
59.0,13.7268656582,0.022803508502,0.0,0.518506,13.4239047093,0.042959283048,13.3908825282,0.0331071492783,13.2482454608,0.0713348909487,13.41836269,0.0639986979034,-0.0965800881417,-0.0314017934617,-0.0528161454652,0.00391925456316,-0.181076646449,-0.0965800881417,-0.0314017934617,-0.0528161454652,0.00391925456316,-0.181076646449
63.0,13.2229784978,0.0174451521442,0.0,0.825943,12.8617606916,0.0170146995272,12.8687717763,0.0119721899974,,,,,0.0067562207198,0.0780247297431,0.00950024177118,,,,,,,
64.0,13.6377369681,0.0131085214015,1.0,0.344497,13.4384272814,0.0219412093255,13.4072323054,0.0215793110795,,,13.3139236931,0.0437435709562,0.0502375734929,0.0815626507519,0.0533742659393,,0.076107269118,,,,,
66.0,13.5423348698,0.0105039675044,1.0,0.407266,13.3587158643,0.0217389818836,13.2640710285,0.0197061750051,13.1034734659,0.034963075761,,,-0.0332570897175,-0.0347054807187,-0.000897859949136,0.117632002392,,,,,,
67.0,13.6097891845,0.0143961800489,0.0,0.564451,13.3835923378,0.0155349069303,13.3263738841,0.0154515371404,13.3684682236,0.0468908306602,,,-0.0525479586993,-0.0736468610293,-0.0721554765504,-0.20369123963,,,,,,
68.0,13.2581938832,0.0207866142826,1.0,0.534609,13.0035557541,0.015305227865,12.9695183147,0.0145602197786,12.9281435342,0.0502750766616,,,-0.0399032131748,0.00190036344542,-0.027262574396,-0.021102323743,,,,,,
69.0,,,0.0,0.635221,,,13.112267638,0.013625955624,,,,,,,0.0252977523138,,,,,,,
70.0,13.5290220791,0.0130926187857,1.0,0.390687,13.2820996441,0.0294207976325,13.2542904957,0.0222860195339,,,,,0.0244747692079,0.0905713684678,0.057904285732,,,,,,,
72.0,13.5540452926,0.00977667291737,1.0,0.384522,13.3386036634,0.0166883192683,13.3114983141,0.0144048602909,,,,,0.0164515725414,0.0526906914609,0.0194579649832,,,,,,,
73.0,13.479601013,0.0175902435079,0.0,0.575215,13.2508182875,0.0174116819023,13.2149929114,0.0155938021876,,,,,0.0613881761183,0.0407585319603,0.0205697003819,,,,,,,
74.0,13.6224893532,0.00759934207679,0.0,0.503209,13.4566366903,0.0156923548265,13.4048196111,0.0151134597848,,,,,0.0335598871725,-0.0350147144752,-0.0371789798572,,,,,,,
75.0,13.4100958543,0.0113321077769,1.0,0.422174,13.1754371261,0.0280639151462,13.1372704984,0.025179356624,,,,,0.0605575251389,0.106479724716,0.0834968708222,,,,,,,
76.0,13.6341246218,0.0117933597136,1.0,0.337962,13.4882926556,0.0174212513902,13.4485082039,0.0195042730361,,,,,0.0743194663218,0.0541214526761,0.0346888950185,,,,,,,
77.0,13.474240598,0.0132539302347,1.0,0.426294,13.2636376357,0.0283343137085,13.1991759903,0.021035683968,,,,,-0.0139670686821,0.00690819686086,0.0101360059321,,,,,,,
79.0,13.3822139774,0.0104801399482,0.0,0.608276,13.1619654635,0.0159373774505,13.1227742053,0.0148548533034,,,,,0.110695393479,0.0752697542244,0.0575973379927,,,,,,,
81.0,13.5415602258,0.0125,1.0,0.389392,13.3259094557,0.0330681115276,13.2864553433,0.0250582654361,13.2483988213,0.0759764217811,,,0.0154852262104,0.0506490154546,0.0296557354323,0.0245140716099,,,,,,
82.0,13.5787920504,0.0159138304628,1.0,0.335758,13.3244023661,0.0239687296284,13.2957082796,0.0179745190014,,,13.8266597492,0.103583299812,0.136644974794,0.22567243228,0.195206339468,,-0.403385902525,,,,,
83.0,13.6026589078,0.00986576572463,1.0,0.356612,13.4309404003,0.0235549004102,13.3695790684,0.0222972345071,,,,,0.0483747715629,0.0485812000468,0.0502589609577,,,,,,,
84.0,,,0.0,0.579873,12.8333012522,0.0172385227519,12.7810780999,0.0157056253192,,,,,,0.450433055713,0.446519406362,,,,,,,
85.0,13.3440159967,0.0110830200457,0.0,0.742758,,,,,,,,,-0.0229517528756,,,,,,,,,
94.0,14.0698050312,0.0244216434063,1.0,0.253936,13.9336239771,0.0220944940351,13.8702684087,0.027440845468,13.8582275074,0.0376308827073,13.7991270128,0.02889059824,-0.0558435503064,-0.056518730704,-0.0498972997171,-0.0918230237662,-0.0144942252358,-0.0558435503064,-0.056518730704,-0.0498972997171,-0.0918230237662,-0.0144942252358
95.0,13.4966664334,0.014634434279,1.0,0.405067,13.2685945812,0.0172094935041,13.2641200116,0.0165705562168,,,13.1780822114,0.0236026128497,0.0181978754241,0.0617548846599,0.00543926506236,,0.0024016628789,,,,,
97.0,13.3024221452,0.0104841149682,0.0,0.691898,13.1431242523,0.0289956893348,13.0343052556,0.0222523407008,12.9636556853,0.0607062599737,12.7019880717,0.0640019530952,0.0796673244467,-0.0311418154227,0.0188555580606,-0.00842421475038,0.240244051372,0.0796673244467,-0.0311418154227,0.0188555580606,-0.00842421475038,0.240244051372
101.0,13.7081729229,0.0164924225025,1.0,0.340946,13.4842887219,0.0302998899888,13.4358661321,0.022721135535,,,,,-0.00912426366756,0.0478327913799,0.03696201726,,,,,,,
102.0,13.3200687797,0.0118918739762,0.0,0.691396,13.0333040438,0.0220170388563,12.9933544636,0.020045780936,12.9838444952,0.0492798133113,13.0557858638,0.0717553714598,0.0626451260796,0.0793841540574,0.0605231434812,-0.0278659708215,-0.112811415088,0.0626451260796,0.0793841540574,0.0605231434812,-0.0278659708215,-0.112811415088
103.0,13.6203420123,0.0175499287748,1.0,0.328852,13.4090814115,0.0400052079943,13.3765590742,0.0335459883344,12.9596759877,0.0709042781972,13.0241558143,0.0662388355373,,,,,,,,,,
104.0,13.7320768645,0.0960620459217,0.0,0.866524,13.6258245519,0.153538675909,13.4523821304,0.140719875403,,,,,-0.543607404121,-0.732678662599,-0.621478712536,,,,,,,
105.0,13.7676384652,0.0143003496461,1.0,0.335328,13.6152040357,0.0200790105998,13.5330163158,0.0179606050381,,,,,-0.0508317690175,-0.0636287769437,-0.0405901053443,,,,,,,
107.0,13.5966128567,0.0170880074906,0.0,0.514102,13.3396573977,0.0378230529351,13.3007444591,0.0300430247035,13.5351314554,0.218683942407,13.350743842,0.0764095325641,,,,,,,,,,
115.0,13.4012904127,0.0120830459736,0.0,0.630474,13.1763029654,0.0172167554047,13.1025571983,0.0128062484749,,,,,0.0607817214553,0.0260788585721,0.0424161237364,,,,,,,
117.0,13.4797974552,0.0198095095009,1.0,0.421641,13.2736600869,0.042547032799,13.202028597,0.0308193662059,13.1104883119,0.0441682389657,12.9492859927,0.0431277173057,-0.00779385137895,0.00973592073625,0.0202289020157,0.0705752382682,0.17931570352,-0.00779385137895,0.00973592073625,0.0202289020157,0.0705752382682,0.17931570352
120.0,13.5252675015,0.0492417505781,0.0,0.548537,13.0717368472,0.0789134547041,13.1352522404,0.0936825312781,12.9584402696,0.0659153497551,12.9267003674,0.0552720544217,0.0565783778074,0.266017725584,0.147209974355,0.235772872275,0.253000884774,0.0565783778074,0.266017725584,0.147209974355,0.235772872275,0.253000884774
121.0,13.740916497,0.0158298241725,1.0,0.304182,13.6482665233,0.0326151805146,13.5310839676,0.0263328059019,13.4143206096,0.0370090079125,13.3015920024,0.0330756708171,0.0800798522326,0.0174474207968,0.0763276543486,0.143672122731,0.249459668863,0.0800798522326,0.0174474207968,0.0763276543486,0.143672122731,0.249459668863
122.0,13.3690589088,0.0177364972115,0.0,0.634929,13.1321655752,0.0420158700176,13.0619949145,0.0241212216385,13.0570406973,0.0515363949069,12.9868246938,0.0520890087901,0.0869553626617,0.0633694266767,0.0760245560649,-0.0133681463356,0.0432887559703,0.0869553626617,0.0633694266767,0.0760245560649,-0.0133681463356,0.0432887559703
123.0,13.4624739895,0.0155509913939,1.0,0.474169,13.2385798553,0.0185202591775,13.1741583613,0.0171925371407,,,,,-0.115957570081,-0.0926537579235,-0.0903905789999,,,,,,,
124.0,13.7079277084,0.0132633580464,1.0,0.33186,13.5096669844,0.0180369990113,13.4818955822,0.0233309522595,,,,,0.0199901808604,0.0540804712429,0.0227931233387,,,,,,,
125.0,13.419984966,0.0154434452115,0.0,0.592888,13.199799277,0.0157718102956,13.1530134846,0.0150499169433,,,,,0.0949690145267,0.0623515797967,0.0526631785008,,,,,,,
126.0,13.6421439324,0.0109087121146,1.0,0.341891,13.4673031346,0.0168102151483,13.3702307,0.0157162336455,,,,,0.0539464353656,0.0615776010307,0.0993326303336,,,,,,,
127.0,,,1.0,0.305274,,,13.5787426869,0.0175047612571,,,13.5733022603,0.0625279937308,,,0.0244420073556,,-0.0268868252662,,,,,
128.0,13.2065586253,0.0177834192438,0.0,0.834988,12.9265753522,0.0315885000171,12.8100505444,0.0196341539161,,,12.4452145563,0.0737659587253,0.0138056516707,0.00261924701879,0.0574650960424,,0.304759702687,,,,,
130.0,13.6875834895,0.0207364413533,0.0,0.49325,13.5269115289,0.0321221626503,13.4184295401,0.0248109518829,,,,,-0.0143365818788,-0.0858521088704,-0.0310476189412,,,,,,,
147.0,13.3972846713,0.0124432043033,1.0,0.422699,12.9336079872,0.0409074157906,13.0825668008,0.0224220873248,,,12.5853036472,0.0962345225651,0.0720404152471,0.346853732516,0.136734642581,,0.540055747939,,,,,
149.0,13.3536327777,0.015212385305,0.0,0.682728,13.0606067058,0.0345687720349,13.0240325151,0.0240554914036,,,,,0.0399353206075,0.0643493048135,0.0423046749233,,,,,,,
150.0,13.0677963128,0.0193239919961,0.0,0.899302,12.7565588222,0.0248042335096,12.6919327627,0.0179606050381,,,,,0.0887295949861,0.100483273937,0.10230248828,,,,,,,
151.0,13.5006609815,0.0132884661769,0.0,0.407784,13.3013157489,0.0204552356786,13.2649892605,0.0162429471874,,,,,0.336289649437,0.324767717826,0.310308999286,,,,,,,
163.0,13.7631144892,0.0185337529929,1.0,0.313229,13.5570855314,0.0158561239484,13.5447665605,0.0249949994999,,,,,0.0265571374013,0.0743125036298,0.0280745833232,,,,,,,
168.0,14.1759011515,0.0149499163877,1.0,0.321299,13.9995826797,0.020182500671,13.9602788687,0.0178629038326,,,,,-0.413417200648,-0.397968461744,-0.417442490149,,,,,,,
169.0,13.8051136267,0.0127801930085,1.0,0.319116,13.7354989363,0.0194229245996,13.6523095462,0.0251810113644,13.7344054587,0.0497903939865,14.0014406532,0.11563123857,-0.0353431611893,-0.125902417036,-0.101431650456,-0.231739178596,-0.512397071173,-0.0353431611893,-0.125902417036,-0.101431650456,-0.231739178596,-0.512397071173
184.0,13.7784952112,0.0119408263254,1.0,0.30337,13.6236462435,0.0275680975042,13.5364943705,0.0194507926145,,,,,0.0453580624682,0.0451974317136,0.0740702001553,,,,,,,
185.0,13.700592386,0.0163222751682,1.0,0.3332,13.545200373,0.0179048410586,13.5082685015,0.0226770809409,13.4957139019,0.0364531663005,13.478710278,0.0330756708171,0.0230185468269,0.0138288564972,-0.00833302378461,-0.0429021678645,-0.0455420506515,0.0230185468269,0.0138288564972,-0.00833302378461,-0.0429021678645,-0.0455420506515
261.0,13.4310366003,0.00893028554975,1.0,0.402512,13.2118818657,0.0185853885261,13.1130936646,0.0197336430156,,,,,0.0905906130593,0.125876292003,0.163929264528,,,,,,,
263.0,13.1551337589,0.0165504279904,0.0,1.012158,12.8882031599,0.0169656515741,12.7459546946,0.0157347810068,,,12.6597502071,0.0337021265402,-0.100317844447,-0.146117487323,-0.0684728635297,,-0.106578771803,,,,,
274.0,13.8283157862,0.0107199191539,1.0,0.311089,13.7577309203,0.0227779132787,13.6495587085,0.0221585198062,,,,,-0.0313170019046,-0.118306059938,-0.0686311931623,,,,,,,
276.0,13.7266554647,0.0206821178799,1.0,0.307807,13.613677865,0.0460190178079,13.5333865679,0.024366985862,,,,,0.0816790861256,0.038165210139,0.0600512854694,,,,,,,
280.0,13.9513143848,0.0117082591931,1.0,0.281644,13.9052718321,0.0260224262256,13.8162529862,0.0292318319645,,,,,-0.0480394044142,-0.149422500117,-0.118037316217,,,,,,,
285.0,13.6865858721,0.016975472502,1.0,0.329014,13.5036497986,0.026815729215,13.5029389246,0.0151189726282,,,13.3578232368,0.0739932429347,0.0505374631633,0.0701821277556,0.011909062265,,0.0917015313278,,,,,
288.0,13.8094025618,0.0109772492001,1.0,0.2954,13.7192992835,0.0156071564781,13.6348300698,0.0194100489438,,,,,0.0429051398553,-0.019284077261,0.00713727469235,,,,,,,
289.0,13.7429520206,0.0133041346957,1.0,0.30809,13.6179900851,0.0149582753017,13.5836296786,0.0216814052435,,,,,0.0644003203463,0.0327769892935,0.0087241918225,,,,,,,
291.0,13.6743941371,0.0183779759495,1.0,0.334,13.5176990747,0.0444719012411,13.4442272825,0.0262979720384,,,,,0.0466537280239,0.0385223406861,0.0528795516228,,,,,,,
357.0,13.6923752668,0.0270585784303,1.0,0.297775,13.4681064125,0.0635419808735,13.4675977833,0.0446299600418,13.4621636936,0.0438149517859,13.3749329804,0.040556544889,0.151373710956,0.22253280039,0.164924012997,0.12040298697,0.203660373257,0.151373710956,0.22253280039,0.164924012997,0.12040298697,0.203660373257
