id,ra,dec,per,mag_v,mag_b,type,mag_j,merr_j,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,resid_j,resid_h,resid_k,resid_3,resid_4,photfeh,photfeh_err,per_old,per_new,feh_s,feh_s_err,feh_r,feh_r_err,feh_rs,feh_rs_err,feh_b,feh_comb,feh_comb_err,clip_j,clip_h,clip_k,clip_3,clip_4
184,13:27:28.50,-47:31:35.4,0.30337,14.661,14.973,1,13.7809018509,0.00344701964666,13.6396062867,0.00795822425754,13.5387799243,0.00561496017597,,,,,-0.0385409841567,-0.0844235732711,-0.056703880389,,,,,0.3034,0.303372,,,,,,,-1.78,-1.78,0.25,False,False,False,True,True
185,13:26:04.13,-47:21:45.0,0.3332,14.56,99.999,1,13.7143822237,0.00471183498108,13.5822376272,0.00516868240249,13.5139920138,0.00654630939283,,,13.7857198638,0.0128666898252,-0.072263697798,-0.136869359488,-0.142545062829,,-0.38304357654,,,0.333,0.333112,,,,,,,-1.98,-1.98,0.25,False,False,False,True,False
261,13:27:15.41,-47:21:29.5,0.402512,14.562,15.025,1,13.4317774832,0.00257795138304,13.2499601815,0.00536513953427,13.131705155,0.00569661205357,,,,,0.00835732323437,-0.0258629855814,0.0168292473836,,,,,0.4025,0.402524,-1.5,0.35,,,-1.52,0.35,-1.87,-1.75,0.23,False,False,False,True,True
263,13:26:13.13,-47:26:09.7,1.012158,14.304,14.882,0,13.1595189944,0.00477769702774,12.8975052165,0.00489756175164,12.7544740218,0.00454224002497,12.7774072984,0.00952251645526,12.9712149536,0.0111885858914,-0.184689171394,-0.245650529394,-0.190270242504,-0.122587725044,-0.329610267933,,,1.0122,1.012155,-1.73,0.19,,,-1.75,0.19,-1.41,-1.62,0.23,False,False,False,False,False
264,13:26:39.66,-47:30:28.2,0.321398,14.743,15.092,1,13.8776114467,0.00788546482812,13.9066544091,0.0474091562799,13.6154104278,0.0145790469891,15.0884972038,0.0238700620446,,,-0.196949174806,-0.41906186703,-0.201425966015,-1.59065987641,,,,0.3214,0.321393,,,,,,,-1.2,-1.2,0.25,False,True,False,True,True
265,13:26:30.22,-47:28:45.2,0.4226,14.462,14.866,1,13.4949351511,0.00558457697592,13.3406926588,0.0143858051179,13.2364753211,0.00947364766075,,,,,-0.106852119653,-0.173617643038,-0.145386112079,,,,,0.4226,0.421831,-2.0,0.29,,,-2.02,0.29,-1.47,-1.7,0.39,False,False,False,True,True
266,13:26:39.65,-47:28:01.7,0.352303,14.509,14.804,1,13.4505536136,0.0164481508586,13.2006280679,0.029953667926,13.1518556425,0.0311174968645,,,,,0.131980783269,0.179466403846,0.153833285532,,,,,0.3523,0.352314,,,,,,,-1.89,-1.89,0.25,True,True,True,True,True
267,13:26:40.23,-47:26:35.8,0.315822,14.486,14.837,1,13.4183126671,0.017992475279,12.9575425349,0.0286489771002,12.9233885751,0.0301770240047,13.0232501351,0.00609409555561,,,0.281055150074,0.550541738204,0.511239633528,0.494790093286,,,,0.3158,0.315827,-1.62,0.63,,,-1.64,0.63,-2.93,-2.76,0.63,True,True,True,True,True
268,13:26:35.16,-47:26:10.9,0.812922,14.544,14.97,0,13.1049648613,0.0119318085618,12.3872541118,0.0211650261831,12.5951037405,0.0206935309269,,,,,0.058455042669,0.477752110528,0.185583554248,,,,,0.8129,0.812933,-1.76,0.24,,,-1.78,0.24,,-1.78,0.24,False,True,True,True,True
270,13:26:56.57,-47:30:05.7,0.312714,14.546,14.853,1,13.649598808,0.010305405809,13.4271557367,0.024193089004,13.428330457,0.0195469520216,,,13.4687641552,0.0144979765415,0.0603391387968,0.0925080038822,0.0179631202005,,0.0160064249682,,,0.3127,0.31306,,,,,,,-2.69,-2.69,0.25,False,False,False,True,False
271,13:26:47.13,-47:30:04.1,0.4432,14.358,14.833,1,13.1192444283,0.0153975106213,12.5663029488,0.0337314763982,12.6197293142,0.0318561218606,12.886941799,0.00808886653259,,,0.217969095738,0.545045048687,0.415219471366,0.239954133915,,,,0.4432,0.44313,-1.8,0.21,,,-1.82,0.21,-1.12,-1.53,0.48,True,True,True,True,True
272,13:26:42.95,-47:25:56.6,0.311482,14.665,14.986,1,13.817476468,0.00604094823315,13.6436747255,0.0115578256317,13.5726189815,0.00854319092091,13.6303965711,0.00642731130626,,,-0.103319456253,-0.119389042981,-0.12166917496,-0.0963832914438,,,,0.3115,0.311478,,,,,,,-1.78,-1.78,0.25,False,False,False,False,True
273,13:26:54.34,-47:27:08.7,0.367106,14.546,14.946,1,13.6050415265,0.0111588903271,13.5291846491,0.0523373140737,13.34399049,0.0296427806463,,,,,-0.066497852388,-0.197281558318,-0.0868504457585,,,,,0.3671,0.367132,,,,,,,-1.53,-1.53,0.25,False,False,False,True,True
274,13:26:43.73,-47:22:48.2,0.311089,14.579,99.999,1,13.8307310459,0.0030945741046,13.7836856374,0.00657541718153,13.6603665105,0.00639661368747,14.2665333492,0.0380395184386,,,-0.115224668529,-0.257921738822,-0.207927521907,-0.731062688875,,,,0.3111,0.311087,,,,,,,-1.67,-1.67,0.25,False,False,False,True,True
275,13:26:49.75,-47:27:37.3,0.3776,14.467,14.865,1,13.4911088642,0.0117008427997,13.3308630744,0.0490161889263,13.1606526504,0.0237056603648,,,,,0.0173109321965,-0.0319603795224,0.0632421878784,,,,,0.3776,0.377768,-1.66,0.36,,,-1.68,0.36,-1.91,-1.83,0.15,False,False,True,True,True
276,13:27:16.51,-47:33:17.6,0.307807,14.593,14.897,1,13.7284491417,0.0059704131627,13.6293307391,0.0132845461596,13.5368617996,0.00703414292339,,,,,-0.00160699779929,-0.0911486257457,-0.0719124729748,,,,,0.3078,0.307803,,,,,,,-2.1,-2.1,0.25,False,False,False,True,True
277,13:26:59.97,-47:27:29.2,0.351563,14.506,14.889,1,13.6110935551,0.00662015021649,13.3533775093,0.0183304922041,13.3585193491,0.0122553843042,13.4492683757,0.0128176153012,,,-0.0263118232437,0.0291788946387,-0.0503502252837,-0.0549867067509,,,,0.3516,0.351518,,,,,,,-2.26,-2.26,0.25,False,False,False,False,True
280,13:27:09.33,-47:23:05.7,0.281644,14.76,15.019,1,13.9525516083,0.00337988329845,13.9495879279,0.00751202739316,13.8258207732,0.0084385030268,,,,,-0.130769034839,-0.307399557701,-0.256093629962,,,,,0.2816,0.281663,,,,,,,-1.56,-1.56,0.25,False,True,True,True,True
281,13:27:06.29,-47:47:23.1,0.285,14.63,99.999,1,,,,,,,,,,,,,,,,,,0.285,0.285029,,,,,,,,,,True,True,True,True,True
283,13:27:36.43,-47:46:40.0,0.5173,18.1,99.999,0,,,,,,,,,,,,,,,,,,0.5173,0.517349,,,,,,,,,,True,True,True,True,True
285,13:25:40.20,-47:34:48.4,0.329014,14.537,14.884,1,13.6888942479,0.00490039680933,13.5096484146,0.0077410342404,13.505532233,0.00436447145839,,,,,-0.0332633195616,-0.0494774500291,-0.119172772879,,,,,0.329,0.329015,,,,,,,-1.7,-1.7,0.25,False,False,False,True,True
288,13:28:10.32,-47:23:47.8,0.2954,14.64,99.999,1,13.8121857552,0.00316885889031,13.7401564162,0.00450539799697,13.6587737443,0.00560319849134,,,,,-0.0413704604696,-0.153802171746,-0.145294926552,,,,,0.2954,0.295567,,,,,,,-2.17,-2.17,0.25,False,False,False,True,True
289,13:28:03.68,-47:21:27.9,0.30809,14.625,14.91,1,13.7448690169,0.00384057287393,13.6246307189,0.00431808213601,13.6006205435,0.00625888257688,13.6507837326,0.00578183632243,,,-0.0190090828787,-0.0875246062912,-0.136755199822,-0.104130726245,,,,0.3081,0.308092,,,,,,,-2.25,-2.25,0.25,False,False,False,False,True
291,13:26:38.52,-47:33:28.0,0.334,14.503,14.88,1,13.6774206926,0.0053052646808,13.5272839591,0.0128379320765,13.4460918583,0.00759157061776,,,,,-0.0378652344011,-0.0847235054986,-0.0774735509215,,,,,0.334,0.333987,,,,,,,-2.09,-2.09,0.25,False,False,False,True,True
339,13:26:29.67,-47:29:51.8,0.301322,14.492,14.868,1,13.739991774,0.00646034914777,13.4188220292,0.0156407143201,13.4402271504,0.00896637236196,,,13.6349773335,0.0343262347826,0.00960883842532,0.144291750608,0.049838795694,,-0.102195749306,,,0.3013,0.301324,,,,,,,-3.0,-3.0,0.25,False,True,True,True,False
340,13:26:38.95,-47:27:32.5,0.301821,14.557,99.999,1,13.4898770901,0.0142207301735,13.0943312402,0.0250624220697,13.0908909925,0.0257983634279,13.3066693076,0.00525653680483,,,0.2579550174,0.466845160787,0.397223202527,0.26371471749,,,,0.3018,0.301821,,,,,,,-2.38,-2.38,0.25,True,True,True,True,True
341,13:26:54.61,-47:28:47.7,0.306136,14.454,14.816,1,13.7686915981,0.0127399197625,13.3352454392,0.0226260358879,13.3698917916,0.0173028578243,,,,,-0.0360314317732,0.209310257438,0.101478400084,,,,,0.3061,0.306145,-1.78,0.59,,,-1.8,0.59,-2.61,-2.48,0.41,False,True,True,True,True
342,13:27:18.69,-47:28:22.9,0.308389,14.598,14.935,1,13.683477604,0.00761622901733,13.360697582,0.0138222847444,13.4216684764,0.013705483493,,,,,0.0413455685345,0.175272769142,0.0410526802818,,,,,0.3084,0.308386,-1.71,0.55,,,-1.73,0.55,-1.8,-1.79,0.04,False,True,True,True,True
343,13:26:47.79,-47:29:36.8,0.310211,14.562,14.941,1,13.6518469599,0.0129818249017,13.4687226589,0.0331437316011,13.4433295479,0.0233893672424,13.1807289537,0.00837061141129,,,0.066680199382,0.0603504749614,0.0124432252004,0.358004298385,,,,0.3102,0.310214,,,,,,,-2.91,-2.91,0.25,False,False,False,True,True
344,13:26:38.09,-47:24:44.7,0.313764,14.606,14.937,1,13.790242475,0.0095913010356,13.7627948138,0.0432112061083,13.6501521829,0.0167835484925,,,,,-0.0838872229085,-0.247055878145,-0.20781252639,,,,,0.3138,0.313767,-1.52,0.54,,,-1.54,0.54,-2.04,-1.95,0.27,False,False,False,True,True
346,13:26:46.93,-47:28:14.1,0.327623,14.498,14.847,1,13.6728409103,0.00961083011792,12.6961566399,0.0340882423199,13.4063696541,0.0210841567692,,,,,-0.0126817532955,0.768974952255,-0.0150127664875,,,,,0.3276,0.327626,-1.66,0.27,,,-1.68,0.27,-2.82,-2.29,0.8,False,True,False,True,True
347,13:26:50.88,-47:27:46.2,0.328849,14.48,14.853,1,,,,,,,,,12.6725209842,0.0453591818877,,,,,0.747160826812,,,0.3288,0.328912,,,,,,,,,,True,True,True,True,True
349,13:26:51.80,-47:27:43.9,0.3642,99.999,14.795,1,13.7591960804,0.0605688597949,,,,,,,,,-0.212158163308,,,,,,,0.3642,0.364193,,,,,,,,,,False,True,True,True,True
350,13:26:56.40,-47:30:50.2,0.379108,14.483,14.855,1,13.2194164851,0.0172697149819,13.0285826672,0.0297352904812,12.7641693639,0.0348011214698,,,12.9802832201,0.0158336965717,0.284743410243,0.265653350213,0.455024177644,,0.255396415216,,,0.3791,0.379109,-1.45,0.4,,,-1.47,0.4,-2.12,-1.94,0.41,True,True,True,True,False
351,13:26:42.66,-47:27:35.4,0.385553,99.999,99.999,1,,,,,,,,,,,,,,,,,,0.3856,0.385149,,,,,,,,,,True,True,True,True,True
352,13:26:54.35,-47:29:11.3,0.397544,14.179,14.47,1,13.3459532557,0.0208942442899,12.1644703079,0.149284590259,12.7667848428,0.0804046583906,12.9940162554,0.0343735623666,,,0.107455272295,1.07416811245,0.396398656601,0.258375947534,,,,0.3975,0.397561,,,,,,,-1.97,-1.97,0.25,True,True,True,True,True
353,13:26:43.79,-47:27:56.6,0.40102,14.471,14.765,1,13.6893378078,0.0191663043444,13.7220454878,0.177435121163,13.1777270044,0.0638385101009,,,,,-0.245233901136,-0.493600183706,-0.024812237846,,,,,0.401,0.401849,-1.93,0.31,,,-1.95,0.31,-2.31,-2.17,0.25,True,True,False,True,True
354,13:26:38.63,-47:25:09.9,0.419934,14.537,14.961,1,13.5206322523,0.0051706973525,13.3126065159,0.0151359579222,13.2808156969,0.0106871548027,13.1689851968,0.010760684806,,,-0.125785275665,-0.13812166827,-0.182261686932,0.0201576751652,,,,0.4199,0.419413,-1.73,0.23,,,-1.75,0.23,-1.29,-1.54,0.33,False,False,False,False,True
357,13:26:17.77,-47:30:23.4,0.297775,14.562,14.901,1,13.694243487,0.0078111387703,13.4759071859,0.0183429898811,13.4890500272,0.012883559722,13.7249136295,0.007871973925,,,0.0680130838313,0.101071065205,0.0149832423523,-0.138950480666,,,,0.2978,0.297778,-1.64,0.99,,,-1.66,0.99,-2.08,-2.05,0.14,True,True,False,False,True
366,13:26:41.56,-47:31:42.0,0.99991,14.145,14.623,0,12.8015349783,0.00894155405334,12.0696904524,0.0202697092014,12.3109141737,0.015028214206,12.6281452742,0.0182215236397,12.0229092334,0.0379592113335,0.183769184786,0.594002724075,0.265313153977,0.0392054379695,0.631147280075,,,0.9999,0.999924,-1.61,0.14,,,-1.63,0.14,,-1.63,0.14,True,True,True,False,True
399,13:26:29.53,-47:30:02.6,0.309782,14.581,14.849,1,13.6702861398,0.0109838897178,13.4459859238,0.0259607074891,13.4519511293,0.0185448031055,,,,,0.0497201159365,0.0847075449014,0.00545399892855,,,,,0.3098,0.309808,-1.7,0.67,,,-1.72,0.67,-1.8,-1.79,0.04,False,False,False,True,True
